tenant_id,tenant_type,total_rent,is_particular,is_entreprise,monthly_income,monthly_charge,debt,professional_experience,children_number,persons_dependents,contract_type,occupational_function,lease_amount,lease_status,pay_day,penalty,rental_charge,fees_included,lease_duration_days,lease_is_active,fees_included_flag,total_amount_owed,has_had_penalties,payment_count_3m,avg_payment_amount_3m,total_payment_amount_3m,payment_consistency_3m,min_payment_amount_3m,max_payment_amount_3m,payment_success_rate_3m,late_payment_count_3m,avg_days_late_3m,max_days_late_3m,total_late_amount_3m,observation_date,future_invoice_count,target
b6d5bf8b-0e29-4eea-bba7-6a3a14575be3,Particular,1,1,0,140000.0,129330.0,86130.0,23,0,0,Etudiant,internal markets facilitator,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-07-30,1,1
46f51b7f-153d-429e-8c21-900cbe3dc78a,Enterprise,1,0,0,290000.0,894630.0,579260.0,29,4,1,CDI,chief directives engineer,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-31,1,1
228ea2f8-3cd0-4fe8-8623-161313c1a302,Particular,1,1,0,395000.0,859635.0,611310.0,6,3,5,Interim,international functionality producer,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,1,293055.0,293055.0,0.0,293055.0,293055.0,1.0,0,0.0,0.0,0.0,2024-09-28,0,0
a0e91f8f-5b89-43f5-bd50-90fc75ccb670,Enterprise,1,0,0,480000.0,758295.0,819565.0,13,7,1,CDD,corporate accounts officer,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-01,0,0
74844a83-87d5-4abf-bc50-ced752246d3f,Enterprise,1,0,0,240000.0,656195.0,24225.0,33,6,0,CDI,principal identity architect,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1,1
bf167c1e-1728-4d17-b840-a93bda0f3889,Particular,1,1,0,290000.0,967985.0,110880.0,9,0,4,Independant,forward quality facilitator,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,286652.0,1433260.0,0.0,286652.0,286652.0,1.0,0,0.0,0.0,0.0,2024-02-01,0,0
c8ffd931-359a-4b58-baa2-ad65328db3e4,Enterprise,1,0,0,815000.0,1726465.0,1408795.0,25,2,5,CDI,chief interactions engineer,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-31,1,1
228ea2f8-3cd0-4fe8-8623-161313c1a302,Particular,1,1,0,395000.0,859635.0,611310.0,6,3,5,Interim,international functionality producer,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,58611.0,293055.0,0.0,58611.0,58611.0,1.0,0,0.0,0.0,0.0,2024-02-01,0,0
551d7e32-401c-4d02-bd01-61c8d5f46099,Enterprise,1,0,0,320000.0,780465.0,442020.0,32,9,2,CDD,regional usability producer,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,1,6462105.0,6462105.0,0.0,6462105.0,6462105.0,1.0,0,0.0,0.0,0.0,2024-09-28,0,0
712a37be-fd68-4965-b7c1-e62c692e1af1,Enterprise,1,0,0,720000.0,1101475.0,1353045.0,8,6,0,CDD,principal optimization administrator,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-31,1,1
6887b1eb-2f98-480b-8f45-d0329db1b897,Enterprise,1,0,0,90000.0,59770.0,124955.0,19,0,2,Etudiant,principal marketing agent,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1,1
60ecb3e3-5eba-4bd7-9234-0709064cd283,Enterprise,1,0,0,350000.0,744205.0,342030.0,23,6,2,Interim,district accountability facilitator,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-31,1,1
4c44c5f3-ca5e-4f31-b62a-fa35b72ba4f3,Particular,1,1,0,240000.0,208015.0,344215.0,25,7,6,CDD,product factors representative,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-31,1,1
bab7653b-3ce7-432f-822f-55f82b6dd428,Particular,1,1,0,225000.0,311265.0,215605.0,10,8,3,Informel,investor solutions strategist,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-31,1,1
07b2cab7-52c8-4a51-81ab-fd937441b6db,Enterprise,1,0,0,280000.0,663235.0,403165.0,30,8,4,CDD,legacy directives administrator,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-07-30,1,1
c8ffd931-359a-4b58-baa2-ad65328db3e4,Enterprise,1,0,0,815000.0,1726465.0,1408795.0,25,2,5,CDI,chief interactions engineer,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1,1
a2538a73-9c86-41d7-af9b-dbddddaca654,Particular,1,1,0,170000.0,444320.0,1635.0,10,4,4,Informel,investor intranet orchestrator,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,131491.0,657455.0,0.0,131491.0,131491.0,1.0,0,0.0,0.0,0.0,2024-02-01,0,0
c16c7ddf-8c34-45dd-91e8-79fbed357ded,Enterprise,1,0,0,100000.0,214660.0,86280.0,23,10,5,Etudiant,future usability supervisor,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-31,1,1
306e0f8e-f449-486a-af15-a1ae7c733307,Particular,1,1,0,225000.0,668685.0,409880.0,32,0,7,Fonctionnaire,corporate response manager,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-01,0,0
7df49b6a-493f-4185-9512-37d5014e9abe,Enterprise,1,0,0,660000.0,677280.0,556510.0,32,3,2,Interim,international configuration facilitator,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,808833.0,4044165.0,0.0,808833.0,808833.0,1.0,0,0.0,0.0,0.0,2024-03-02,0,0
bab7653b-3ce7-432f-822f-55f82b6dd428,Particular,1,1,0,225000.0,311265.0,215605.0,10,8,3,Informel,investor solutions strategist,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,1,732410.0,732410.0,0.0,732410.0,732410.0,1.0,0,0.0,0.0,0.0,2024-09-28,0,0
98d8acc1-560f-4f13-8cd6-0f14d20b323e,Particular,1,1,0,240000.0,261815.0,257020.0,3,1,6,CDD,legacy usability executive,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,202414.0,1012070.0,0.0,202414.0,202414.0,1.0,0,0.0,0.0,0.0,2024-04-01,0,0
d055cc0e-3c07-4abd-b05f-251b7361f4dc,Enterprise,1,0,0,215000.0,165240.0,35605.0,23,7,4,Informel,national intranet analyst,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,1,2250420.0,2250420.0,0.0,2250420.0,2250420.0,1.0,0,0.0,0.0,0.0,2024-10-28,0,0
b611e7d4-168e-451f-9545-df592ceeb522,Enterprise,1,0,0,120000.0,205385.0,177670.0,27,6,4,Etudiant,internal implementation developer,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,1,11956325.0,11956325.0,0.0,11956325.0,11956325.0,1.0,0,0.0,0.0,0.0,2024-09-28,0,0
b0cd7ab9-ef0f-47ab-a5c8-c8f18bf93ef5,Enterprise,1,0,0,335000.0,558735.0,567815.0,18,5,1,Informel,chief assurance specialist,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,1,1709420.0,1709420.0,0.0,1709420.0,1709420.0,1.0,0,0.0,0.0,0.0,2024-10-28,0,0
fa0dae34-55d1-4a3b-9075-24bf2af40ecb,Particular,1,1,0,480000.0,1165320.0,739025.0,15,5,6,CDI,future response facilitator,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-01,0,0
36184bcd-409b-475a-8eee-8a47f5a15a8c,Enterprise,1,0,0,335000.0,360405.0,242410.0,21,4,3,CDI,legacy metrics administrator,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,1,8904280.0,8904280.0,0.0,8904280.0,8904280.0,1.0,0,0.0,0.0,0.0,2024-09-28,0,0
9686ba23-09ab-4335-a229-8d0e5ad02743,Enterprise,1,0,0,75000.0,60245.0,149535.0,5,3,3,Etudiant,central operations agent,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,1,304170.0,304170.0,0.0,304170.0,304170.0,1.0,0,0.0,0.0,0.0,2024-08-29,0,0
07b2cab7-52c8-4a51-81ab-fd937441b6db,Enterprise,1,0,0,280000.0,663235.0,403165.0,30,8,4,CDD,legacy directives administrator,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,202414.0,1012070.0,0.0,202414.0,202414.0,1.0,0,0.0,0.0,0.0,2024-03-02,0,0
0c4926d3-e910-405f-8973-69541633eb69,Enterprise,1,0,0,450000.0,1009520.0,508745.0,24,1,3,Fonctionnaire,future data designer,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-31,1,1
c16c7ddf-8c34-45dd-91e8-79fbed357ded,Enterprise,1,0,0,100000.0,214660.0,86280.0,23,10,5,Etudiant,future usability supervisor,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,130870.0,654350.0,0.0,130870.0,130870.0,1.0,0,0.0,0.0,0.0,2024-04-01,0,0
c16c7ddf-8c34-45dd-91e8-79fbed357ded,Enterprise,1,0,0,100000.0,214660.0,86280.0,23,10,5,Etudiant,future usability supervisor,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,130870.0,654350.0,0.0,130870.0,130870.0,1.0,0,0.0,0.0,0.0,2024-02-01,0,0
7434b1e9-c885-454b-a619-f290db741081,Particular,1,1,0,225000.0,613325.0,273395.0,8,9,7,Informel,product branding coordinator,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,1,899140.0,899140.0,0.0,899140.0,899140.0,1.0,0,0.0,0.0,0.0,2024-10-28,0,0
d055cc0e-3c07-4abd-b05f-251b7361f4dc,Enterprise,1,0,0,215000.0,165240.0,35605.0,23,7,4,Informel,national intranet analyst,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,450084.0,2250420.0,0.0,450084.0,450084.0,1.0,0,0.0,0.0,0.0,2024-02-01,0,0
e559cd77-5541-479a-b05b-5772dcec17a8,Particular,1,1,0,200000.0,518385.0,382470.0,17,7,7,Etudiant,chief paradigm analyst,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,1,304170.0,304170.0,0.0,304170.0,304170.0,1.0,0,0.0,0.0,0.0,2024-08-29,0,0
b66fab0f-e79e-46eb-a1b1-6925e2c99c5f,Particular,1,1,0,335000.0,211490.0,307280.0,17,6,1,CDI,regional research supervisor,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,449865.0,2249325.0,0.0,449865.0,449865.0,1.0,0,0.0,0.0,0.0,2024-04-01,0,0
0c3a39bf-c9af-4cba-8b76-3ce5db112d14,Enterprise,1,0,0,670000.0,1578605.0,1157655.0,24,1,4,CDI,human directives designer,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,2239450.0,11197250.0,0.0,2239450.0,2239450.0,1.0,0,0.0,0.0,0.0,2024-03-02,0,0
afc0b40c-1ea7-462b-81be-2c0df926292a,Enterprise,1,0,0,705000.0,1185890.0,304280.0,11,8,1,Interim,principal response designer,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,179828.0,899140.0,0.0,179828.0,179828.0,1.0,0,0.0,0.0,0.0,2024-03-02,0,0
1423fb00-16a8-4abf-9f74-8fb3d29a86d2,Enterprise,1,0,0,240000.0,686795.0,14140.0,14,1,2,CDD,internal tactics director,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,1292421.0,6462105.0,0.0,1292421.0,1292421.0,1.0,0,0.0,0.0,0.0,2024-03-02,0,0
dcf1455c-40a7-47a9-84a3-95c67646ec11,Particular,1,1,0,865000.0,1511575.0,418675.0,8,10,0,CDI,legacy markets technician,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-31,1,1
b36c35f9-dfb3-4c15-8a94-5875b489eb52,Particular,1,1,0,1010000.0,3323235.0,147025.0,5,10,2,Fonctionnaire,chief mobility designer,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-01,0,0
ae94758d-2cb5-4977-9f53-6d5b40b00c29,Enterprise,1,0,0,730000.0,544825.0,1053355.0,31,3,2,Fonctionnaire,regional interactions liaison,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,1,1012070.0,1012070.0,0.0,1012070.0,1012070.0,1.0,0,0.0,0.0,0.0,2024-08-29,0,0
07b2cab7-52c8-4a51-81ab-fd937441b6db,Enterprise,1,0,0,280000.0,663235.0,403165.0,30,8,4,CDD,legacy directives administrator,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,1,1012070.0,1012070.0,0.0,1012070.0,1012070.0,1.0,0,0.0,0.0,0.0,2024-08-29,0,0
b5a74140-f675-4a3d-9214-b329847d20bf,Enterprise,1,0,0,160000.0,304335.0,269305.0,16,9,1,Etudiant,direct optimization coordinator,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,2391265.0,11956325.0,0.0,2391265.0,2391265.0,1.0,0,0.0,0.0,0.0,2024-02-01,0,0
29d82942-b76c-4361-9bbc-225fdbb0e57c,Particular,1,1,0,180000.0,146655.0,185205.0,17,4,2,Etudiant,internal creative orchestrator,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-07-30,1,1
1c798097-8026-4bb0-9679-5ca0f0822bb6,Enterprise,1,0,0,865000.0,129560.0,1155105.0,28,9,0,CDI,central security analyst,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,60834.0,304170.0,0.0,60834.0,60834.0,1.0,0,0.0,0.0,0.0,2024-02-01,0,0
fc7aa6cd-64b9-42c3-811d-3202f509e141,Enterprise,1,0,0,720000.0,689555.0,1128725.0,34,10,2,CDD,international applications strategist,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-31,1,1
74a3cb84-9e4b-492f-aa91-6d69cca12bb9,Enterprise,1,0,0,430000.0,753590.0,517980.0,15,2,1,CDI,customer marketing planner,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,186376.0,931880.0,0.0,186376.0,186376.0,1.0,0,0.0,0.0,0.0,2024-04-01,0,0
b4e7b437-75a0-4ea1-9439-39c2a7970463,Enterprise,1,0,0,785000.0,2573540.0,705060.0,13,5,0,Fonctionnaire,lead mobility assistant,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,286652.0,1433260.0,0.0,286652.0,286652.0,1.0,0,0.0,0.0,0.0,2024-02-01,0,0
36184bcd-409b-475a-8eee-8a47f5a15a8c,Enterprise,1,0,0,335000.0,360405.0,242410.0,21,4,3,CDI,legacy metrics administrator,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-01,0,0
4c43d2dd-4bae-41ba-b809-d31cfbc96f26,Particular,1,1,0,280000.0,299940.0,250455.0,23,0,4,Informel,regional program director,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,147014.0,735070.0,0.0,147014.0,147014.0,1.0,0,0.0,0.0,0.0,2024-04-01,0,0
afe41b48-72e8-44bd-a311-e74a8487164f,Enterprise,1,0,0,335000.0,928865.0,65225.0,24,2,1,Fonctionnaire,forward functionality engineer,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,1,3451695.0,3451695.0,0.0,3451695.0,3451695.0,1.0,0,0.0,0.0,0.0,2024-09-28,0,0
cb942829-d6b6-497f-b410-1a98a010c9be,Enterprise,1,0,0,110000.0,133910.0,8500.0,3,10,2,Informel,product marketing producer,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,1,11197250.0,11197250.0,0.0,11197250.0,11197250.0,1.0,0,0.0,0.0,0.0,2024-10-28,0,0
a555985e-6264-44e7-8f6c-a7c67c03fd25,Particular,1,1,0,450000.0,200260.0,345335.0,31,1,2,Informel,regional response consultant,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-01,0,0
83d68e71-fd4f-481b-9539-488cc16698fd,Enterprise,1,0,0,225000.0,251925.0,196500.0,31,4,2,Informel,regional division representative,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,1,11197250.0,11197250.0,0.0,11197250.0,11197250.0,1.0,0,0.0,0.0,0.0,2024-10-28,0,0
94b3ca74-d7cd-4520-8255-28f6e7fec44a,Particular,1,1,0,120000.0,55395.0,97980.0,25,4,7,CDD,corporate creative architect,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-31,1,1
b9cd3ab7-2386-4ad9-8023-3e924a7dd129,Enterprise,1,0,0,610000.0,755680.0,664630.0,20,6,6,Independant,corporate markets director,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-01,0,0
90257b1e-20f9-4cb0-aec6-61759bd7c979,Enterprise,1,0,0,385000.0,261515.0,290960.0,33,7,0,CDI,chief integration coordinator,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-31,1,1
afe41b48-72e8-44bd-a311-e74a8487164f,Enterprise,1,0,0,335000.0,928865.0,65225.0,24,2,1,Fonctionnaire,forward functionality engineer,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,690339.0,3451695.0,0.0,690339.0,690339.0,1.0,0,0.0,0.0,0.0,2024-02-01,0,0
da2228b2-aa7d-40a2-ac67-e7c167b771a3,Enterprise,1,0,0,140000.0,122570.0,43655.0,17,5,7,Informel,internal integration architect,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,5,25570.0,127850.0,0.0,25570.0,25570.0,1.0,0,0.0,0.0,0.0,2024-02-01,0,0
2c76383a-eb4a-48e0-b16b-f4b6f3fd241b,Particular,1,1,0,560000.0,600860.0,678460.0,13,10,4,Fonctionnaire,international interactions administrator,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-31,1,1
7df49b6a-493f-4185-9512-37d5014e9abe,Enterprise,1,0,0,660000.0,677280.0,556510.0,32,3,2,Interim,international configuration facilitator,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-07-30,1,1
dcf1455c-40a7-47a9-84a3-95c67646ec11,Particular,1,1,0,865000.0,1511575.0,418675.0,8,10,0,CDI,legacy markets technician,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-01,0,0
1ca3281f-0cfd-47a4-99d8-76dc0d607579,Particular,1,1,0,360000.0,942750.0,385925.0,29,0,7,CDD,global implementation executive,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,1,3451695.0,3451695.0,0.0,3451695.0,3451695.0,1.0,0,0.0,0.0,0.0,2024-09-28,0,0
a2538a73-9c86-41d7-af9b-dbddddaca654,Particular,1,1,0,170000.0,444320.0,1635.0,10,4,4,Informel,investor intranet orchestrator,0.0,Unknown,0,0,0.0,,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-05-31,1,1
